second,temp,o2,filt_o2,pressure,filt_press,fuel,fan,error
125,1450.0696842938082,2.137884182263353,2.153158811257576,-2.1855328019523395,-2.1889595847982406,17.195986296665062,900.4998483791207,0.06968429380822272
126,1450.0356020748898,2.1324167545920845,2.15262810526974,-2.192551212195222,-2.1885972780542753,17.195986296665062,900.4998483791207,0.0356020748897663
127,1450.0340705978167,2.1237698214648706,2.151925888055802,-2.192011205648718,-2.1890153194268622,17.195986296665062,900.4998483791207,0.03407059781670796
128,1450.0647640874977,2.1147617960299674,2.150947657048065,-2.194389118541109,-2.1893320683517694,17.195986296665062,900.4998483791207,0.0647640874976787
129,1450.0952970681258,2.105474829017137,2.14969046357953,-2.1891776553415014,-2.189866739928744,17.195986296665062,900.4998483791207,0.09529706812577388
130,1450.118596141444,2.1118380366610046,2.148154314881265,-2.20608932437881,-2.1897938844242235,17.134139088624288,900.530402463005,0.11859614144395891
131,1450.1209910633759,2.0944358384563464,2.146892622978286,-2.212577195759942,-2.1915167679732885,17.134139088624288,900.530402463005,0.12099106337586818
132,1450.05499410793,2.0868522592256395,2.145070202431751,-2.2083120297761147,-2.1937434439434385,17.134139088624288,900.530402463005,0.054994107930042446
133,1450.0573580251814,2.076560121958237,2.1430476532284186,-2.20764570316211,-2.1952837507368854,17.134139088624288,900.530402463005,0.057358025181429184
134,1450.0347477674334,2.0750147421208007,2.140737833607073,-2.2149759857537616,-2.1965907546918015,17.134139088624288,900.530402463005,0.034747767433373156
135,1450.0928769369598,2.066096008386729,2.138454592565736,-2.204753555576566,-2.1985345875819036,17.134139088624288,900.530402463005,0.09287693695978305
136,1450.0852181871526,2.0609223736374225,2.135940854407202,-2.2284295547685957,-2.1991921063528004,17.134139088624288,900.530402463005,0.08521818715257723
137,1450.0794532405237,2.057921577813898,2.1333347326610834,-2.2217698659219005,-2.2022833219954947,17.134139088624288,900.530402463005,0.07945324052366232
138,1450.0634388051762,2.063647944510839,2.130714919951953,-2.2076798465799348,-2.204343594443032,17.134139088624288,900.530402463005,0.06343880517624712
139,1450.0470594161948,2.062245521043075,2.128385065552155,-2.211277991941563,-2.2046963295602318,17.134139088624288,900.530402463005,0.047059416194770165
140,1450.0344764216745,2.085998915914631,2.1260874445364046,-2.2068112705695446,-2.2053921952670734,17.072291880599554,900.5496415571342,0.034476421674526136
